Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
FBN2	gene	FBN2	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Contractural arachnodactyly, congenital OMIM:121050;congenital contractural arachnodactyly MONDO:0007363				7493032;33571691;25558065;28383543		False	3	67;33;0	7.5	False		ENSG00000138829	ENSG00000138829	HGNC:3604													
FBXW11	gene	FBXW11	Expert Review Green;Literature;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Neurodevelopmental, jaw, eye, and digital syndrome, OMIM:618914;neurodevelopmental, jaw, eye, and digital syndrome, MONDO:0030057				31402090		False	3	100;0;0	7.5	False		ENSG00000072803	ENSG00000072803	HGNC:13607													
FERMT3	gene	FERMT3	Expert Review Green;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Leukocyte adhesion deficiency, type III 612840;(Moderate osteopetrosis) Kilic SS et al. The clinical spectrum of leukocyte adhesion deficiency (LAD) III due to defective CalDAG-GEF1. J Clin Immunol. 2009 Jan, 29(1):117-22.				18709451		False	3	67;33;0	7.5	False		ENSG00000149781	ENSG00000149781	HGNC:23151													
FGF10	gene	FGF10	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	LADD syndrome 149730						False	3	67;33;0	7.5	False		ENSG00000070193	ENSG00000070193	HGNC:3666													
FGF16	gene	FGF16	Expert list;Expert Review Green;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	X-LINKED: hemizygous mutation in males, biallelic mutations in females	"Metacarpal 4-5 fusion 309630;Metacarpal 4-5 fusion	309630"						False	3	67;33;0	7.5	False		ENSG00000196468	ENSG00000196468	HGNC:3672													
FGF23	gene	FGF23	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Hypophosphatemic rickets, autosomal dominant 193100;Osteomalacia, tumor-induced;Tumoral calcinosis, hyperphosphatemic, familial 211900						False	3	75;25;0	7.5	False		ENSG00000118972	ENSG00000118972	HGNC:3680													
FGF9	gene	FGF9	Expert Review Green;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Multiple synostoses syndrome 3, OMIM:612961;multiple synostoses syndrome 3,  MONDO:0013064				33140402;28730625;19589401;33174625		False	3	60;20;20	7.5	False		ENSG00000102678	ENSG00000102678	HGNC:3687													
FGFR1	gene	FGFR1	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Hypogonadotropic hypogonadism 2 with or without anosmia 147950;Encephalocraniocutaneous lipomatosis, somatic mosaism 613001;Pfeiffer syndrome 101600;Trigonocephaly 1 190440;Hartsfield syndrome 615465;Jackson-Weiss syndrome 123150;Osteoglophonic dysplasia 166250						False	3	67;33;0	7.5	False		ENSG00000077782	ENSG00000077782	HGNC:3688													
FGFR2	gene	FGFR2	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Beare-Stevenson cutis gyrata syndrome 123790;Craniosynostosis, nonspecific Crouzon syndrome 123500;Craniofacial-skeletal-dermatologic dysplasia 101600;Pfeiffer syndrome 101600;Gastric cancer, somatic 613659;Jackson-Weiss syndrome 123150;LADD syndrome 149730;Antley-Bixler syndrome without genital anomalies or disordered steroidogenesis 207410;Apert syndrome 101200;Bent bone dysplasia syndrome 614592						False	3	67;33;0	7.5	False		ENSG00000066468	ENSG00000066468	HGNC:3689													
FGFR3	gene	FGFR3	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Thanatophoric dysplasia, type I 187600;Muenke syndrome 602849;CATSHL syndrome 610474;SADDAN 616482;Thanatophoric dysplasia, type II 187601;Achondroplasia 100800;LADD syndrome 149730;Hypochondroplasia 146000;Crouzon syndrome with acanthosis nigricans 612247						False	3	75;25;0	7.5	False		ENSG00000068078	ENSG00000068078	HGNC:3690													
FIG4	gene	FIG4	Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Charcot-Marie-Tooth disease, type 4J, OMIM:611228;Charcot-Marie-Tooth disease type 4J MONDO:0012640;Yunis Varon syndrome OMIM:216340;Yunis-Varon syndrome MONDO:0008995						False	3	67;33;0	7.5	False		ENSG00000112367	ENSG00000112367	HGNC:16873													
FKBP10	gene	FKBP10	Emory Genetics Laboratory;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Osteogenesis Imperfecta, Recessive;Brucks syndrome 1 - 259450;Osteogenesis imperfecta, type XI, 610968;Brucks syndrome;Osteogenesis Imperfecta and Decreased Bone Density; skeletal dysplasias						False	3	75;25;0	7.5	False		ENSG00000141756	ENSG00000141756	HGNC:18169													
FLNA	gene	FLNA	Expert Review Green;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Frontometaphyseal dysplasia 1, OMIM:305620;Melnick-Needles syndrome, OMIM:309350;Otopalatodigital syndrome, type I, OMIM:311300;Otopalatodigital syndrome, type II, OMIM:304120;Terminal osseous dysplasia, OMIM:300244						False	3	67;33;0	7.5	False		ENSG00000196924	ENSG00000196924	HGNC:3754													
FLNB	gene	FLNB	Expert Review Green;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Spondylocarpotarsal synostosis syndrome 272460;Atelosteogenesis, type III 108721;Boomerang dysplasia 112310;Atelosteogenesis, type I 108720;Larsen syndrome 150250						False	3	75;25;0	7.5	False		ENSG00000136068	ENSG00000136068	HGNC:3755													
FN1	gene	FN1	Expert Review Green;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Spondylometaphyseal dysplasia, corner fracture type 184255				29100092;30599297		False	3	50;50;0	7.5	False	Other	ENSG00000115414	ENSG00000115414	HGNC:3778													
FUCA1	gene	FUCA1	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Fucosidosis 230000						False	3	67;33;0	7.5	False		ENSG00000179163	ENSG00000179163	HGNC:4006													
FZD2	gene	FZD2	Expert Review Green;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Omodysplasia 2, OMIM:164745;Robinow syndrome				29230162;30455931;29383834;29383830;25759469		False	3	67;33;0	7.5	False		ENSG00000180340	ENSG00000180340	HGNC:4040													
GALNS	gene	GALNS	Expert Review Green;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Mucopolysaccharidosis IVA 253000						False	3	67;33;0	7.5	False		ENSG00000141012	ENSG00000141012	HGNC:4122													
GALNT3	gene	GALNT3	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Tumoral calcinosis, hyperphosphatemic, familial I 211900;Familial hyperphosphatemic tumoral calcinosis/Hyperphosphatemic hyperostosis syndrome 211900						False	3	67;33;0	7.5	False		ENSG00000115339	ENSG00000115339	HGNC:4125													
GDF5	gene	GDF5	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Brachydactyly, type C 113100;Acromesomelic dysplasia, Hunter-Thompson type 201250;Du Pan syndrome 228900;{Osteoarthritis-5} 612400;Chondrodysplasia, Grebe type 200700;Brachydactyly, type A2 112600;Brachydactyly, type A1, C 615072;Symphalangism, proximal, 1B 615298;Multiple synostoses syndrome 2 610017						False	3	75;25;0	7.5	False		ENSG00000125965	ENSG00000125965	HGNC:4220													
GDF6	gene	GDF6	Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Klippel-Feil syndrome 1, autosomal dominant 118100;Multiple synostoses syndrome type 4 - 617898.				18425797		False	3	67;33;0	7.5	False		ENSG00000156466	ENSG00000156466	HGNC:4221													
GHR	gene	GHR	Emory Genetics Laboratory;Expert Review Green;NHS GMS;Radboud University Medical Center, Nijmegen	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Laron dwarfism, OMIM:262500;Growth hormone insensitivity, partial, OMIM:604271;Increased responsiveness to growth hormone, OMIM:604271						False	3	50;50;0	7.5	False		ENSG00000112964	ENSG00000112964	HGNC:4263													
GJA1	gene	GJA1	Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Craniometaphyseal dysplasia, autosomal recessive, OMIM:218400;Oculodentodigital dysplasia, OMIM:164200;Oculodentodigital dysplasia, autosomal recessive, OMIM:257850;Syndactyly, type III, OMIM:186100						False	3	67;33;0	7.5	False		ENSG00000152661	ENSG00000152661	HGNC:4274													
GLB1	gene	GLB1	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	GM1-gangliosidosis, type II 230600;GM1-gangliosidosis, type I 230500;GM1-gangliosidosis, type III 230650;Mucopolysaccharidosis type IVB (Morquio) 253010						False	3	67;33;0	7.5	False		ENSG00000170266	ENSG00000170266	HGNC:4298													
GLI3	gene	GLI3	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Greig cephalopolysyndactyly syndrome, OMIM:175700;Pallister-Hall syndrome, OMIM:146510;Polydactyly, postaxial, types A1 and B, OMIM:174200;Polydactyly, preaxial, type IV, OMIM:174700				32591344		False	3	75;25;0	7.5	False		ENSG00000106571	ENSG00000106571	HGNC:4319													
GNAS	gene	GNAS	Emory Genetics Laboratory;Expert Review Green;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Pseudohypoparathyroidism Ia, OMIM:103580;pseudohypoparathyroidism type 1A, MONDO:0007078;Pseudohypoparathyroidism Ib, OMIM:603233;pseudohypoparathyroidism type 1B, MONDO:0011301;Pseudohypoparathyroidism Ic, OMIM:612462;pseudohypoparathyroidism type 1C, MONDO:0012911;McCune-Albright syndrome, somatic, mosaic, OMIM:174800;panostotic fibrous dysplasia, MONDO:0043168;Osseous heteroplasia, progressive, OMIM:166350;ACTH-independent macronodular adrenal hyperplasia. OMIM:219080;ACTH-independent macronodular adrenal hyperplasia 1, MONDO:0020735;Pseudopseudohypoparathyroidism, OMIM:612463;pseudopseudohypoparathyroidism, MONDO:0012912						False	3	75;25;0	7.5	False		ENSG00000087460	ENSG00000087460	HGNC:4392													
GNPAT	gene	GNPAT	Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Rhizomelic Chondrodysplasia Punctata;RCDP2;Rhizomelic chondrodysplasia punctata type 2;Chondrodysplasia punctata, rhizomelic, type 2, 222765						False	3	67;33;0	7.5	False		ENSG00000116906	ENSG00000116906	HGNC:4416													
GNPTAB	gene	GNPTAB	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Mucolipidosis III alpha/beta 252600;Mucolipidosis II alpha/beta 252500						False	3	67;33;0	7.5	False		ENSG00000111670	ENSG00000111670	HGNC:29670													
GNPTG	gene	GNPTG	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Mucolipidosis III gamma 252605						False	3	67;33;0	7.5	False		ENSG00000090581	ENSG00000090581	HGNC:23026													
GNS	gene	GNS	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Mucopolysaccharidosis type IIID 252940						False	3	67;33;0	7.5	False		ENSG00000135677	ENSG00000135677	HGNC:4422													
GORAB	gene	GORAB	Emory Genetics Laboratory;Expert Review Green;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Geroderma osteodysplasticum 231070						False	3	67;33;0	7.5	False		ENSG00000120370	ENSG00000120370	HGNC:25676													
GPC6	gene	GPC6	Expert Review Green;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Omodysplasia 1 258315						False	3	67;33;0	7.5	False		ENSG00000183098	ENSG00000183098	HGNC:4454													
GPX4	gene	GPX4	Expert list;Expert Review Green;NHS GMS;Radboud University Medical Center, Nijmegen	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Spondylometaphyseal dysplasia, Sedaghatian type 250220				24706940;32827718;34931062		False	3	80;20;0	7.5	False		ENSG00000167468	ENSG00000167468	HGNC:4556													
GSC	gene	GSC	Expert list;Expert Review Green;NHS GMS;Radboud University Medical Center, Nijmegen	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	"Foundation Trust) Short stature, auditory canal atresia, mandibular hypoplasia, skeletal abnormalities 602471;Foundation Trust)	Short stature, auditory canal atresia, mandibular hypoplasia, skeletal abnormalities 602471"						False	3	67;33;0	7.5	False		ENSG00000133937	ENSG00000133937	HGNC:4612													
GUSB	gene	GUSB	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Mucopolysaccharidosis VII 253220						False	3	67;33;0	7.5	False		ENSG00000169919	ENSG00000169919	HGNC:4696													
GZF1	gene	GZF1	Expert Review Green;Literature;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Larsen syndrome;joint laxity, short stature, and myopia OMIM:617662;joint laxity, short stature, and myopia MONDO:0060556				28475863;33009817		False	3	75;25;0	7.5	False		ENSG00000125812	ENSG00000125812	HGNC:15808													
HDAC8	gene	HDAC8	Emory Genetics Laboratory;Expert list;Expert Review Green;NHS GMS;Radboud University Medical Center, Nijmegen	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Wilson-Turner syndrome 309585;Cornelia de Lange syndrome 5 300882						False	3	67;33;0	7.5	False		ENSG00000147099	ENSG00000147099	HGNC:13315													
HES7	gene	HES7	Expert Review Green;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Spondylocostal dysostosis 4, autosomal recessive 613686						False	3	67;33;0	7.5	False		ENSG00000179111	ENSG00000179111	HGNC:15977													
HGSNAT	gene	HGSNAT	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Mucopolysaccharidosis type IIIC (Sanfilippo C) 252930						False	3	67;33;0	7.5	False		ENSG00000165102	ENSG00000165102	HGNC:26527													
HHAT	gene	HHAT	Expert Review Green;Literature;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Nivelon-Nivelon-Mabille syndrome, OMIM:600092				24784881;30912300;33749989		False	3	50;50;0	7.5	False		ENSG00000054392	ENSG00000054392	HGNC:18270													
HOXA13	gene	HOXA13	Expert list;Expert Review Green;NHS GMS;Radboud University Medical Center, Nijmegen	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Hand-foot-genital syndrome 140000;Hand-foot-uterus syndrome 140000;Guttmacher syndrome 176305						False	3	67;33;0	7.5	False		ENSG00000106031	ENSG00000106031	HGNC:5102													
HOXD13	gene	HOXD13	Emory Genetics Laboratory;Expert list;Expert Review Green;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Syndactyly, type V 186300;Brachydactyly-syndactyly syndrome 610713;Brachydactyly, type E 113300;Synpolydactyly 1 186000;Brachydactyly, type D 113200				9758628;12649808;17236141		False	3	67;33;0	7.5	False		ENSG00000128714	ENSG00000128714	HGNC:5136													
HPGD	gene	HPGD	Expert Review Green;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Cranioosteoarthropathy 259100;Digital clubbing, isolated congenital 119900;Hypertrophic osteoarthropathy, primary, autosomal recessive 1 259100						False	3	67;33;0	7.5	False		ENSG00000164120	ENSG00000164120	HGNC:5154													
HS2ST1	gene	HS2ST1	Expert Review Green;Literature	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Intellectual disability;dysmorphic features;congenital anomalies;Neurofacioskeletal syndrome with or without renal agenesis,OMIM:619194				33159882		False	3	50;50;0	7.5	False		ENSG00000153936	ENSG00000153936	HGNC:5193													
HSPG2	gene	HSPG2	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Schwartz-Jampel syndrome, type 1, OMIM:255800;Schwartz-Jampel syndrome, MONDO:0009717;Dyssegmental dysplasia, Silverman-Handmaker type, OMIM:224410;Silverman-Handmaker type dyssegmental dysplasia, MONDO:0009140						False	3	75;25;0	7.5	False		ENSG00000142798	ENSG00000142798	HGNC:5273													
ICK	gene	ICK	Emory Genetics Laboratory;Expert list;Expert Review Green;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Endocrine-cerebroosteodysplasia, OMIM:612651;Endocrine-cerebro-osteodysplasia syndrome, MONDO:0012980				27069622;19185282		False	3	33;67;0	7.5	False		ENSG00000112144	ENSG00000112144	HGNC:21219													
IDH1	gene	IDH1	Expert Review Green;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Metaphyseal chondromatosis with D-2-hydroxyglutaric aciduria 614875;Maffucci syndrome 614569;Ollier disease/ Dyschondroplasia 166000				24049096;22025298;22057234;22057236		False	3	33;67;0	7.5	False	Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments	ENSG00000138413	ENSG00000138413	HGNC:5382													
IDS	gene	IDS	Emory Genetics Laboratory;Expert list;Expert Review Green;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	X-LINKED: hemizygous mutation in males, biallelic mutations in females	Mucopolysaccharidosis II 309900						False	3	67;33;0	7.5	False		ENSG00000010404	ENSG00000010404	HGNC:5389													
IDUA	gene	IDUA	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Mucopolysaccharidosis Ih 607014;Mucopolysaccharidosis Is 607016;Mucopolysaccharidosis Ih/s 607015						False	3	67;33;0	7.5	False		ENSG00000127415	ENSG00000127415	HGNC:5391													
IFIH1	gene	IFIH1	Expert Review Green;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Singleton-Merten syndrome 1, OMIM:182250				25620204;28319323		False	3	50;50;0	7.5	False	Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments	ENSG00000115267	ENSG00000115267	HGNC:18873													
IFITM5	gene	IFITM5	Eligibility statement prior genetic testing;Emory Genetics Laboratory;Expert Review Green;NHS GMS;Radboud University Medical Center, Nijmegen	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Osteogenesis imperfecta, type V 610967						False	3	67;33;0	7.5	False		ENSG00000206013	ENSG00000206013	HGNC:16644													
IFT122	gene	IFT122	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Cranioectodermal dysplasia 1 218330						False	3	67;33;0	7.5	False		ENSG00000163913	ENSG00000163913	HGNC:13556													
IFT140	gene	IFT140	Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Short-rib thoracic dysplasia 9 with of without polydactyly, 266920						False	3	67;33;0	7.5	False		ENSG00000187535	ENSG00000187535	HGNC:29077													
IFT172	gene	IFT172	Expert Review Green;NHS GMS;Radboud University Medical Center, Nijmegen	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Short-rib thoracic dysplasia 10 with or without polydactyly, 615630;SRTD10						False	3	67;33;0	7.5	False		ENSG00000138002	ENSG00000138002	HGNC:30391													
IFT43	gene	IFT43	Emory Genetics Laboratory;Expert Review Green;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Short-rib thoracic dysplasia 18 with polydactyly  - 617866;?Cranioectodermal dysplasia 3 - 614099				26892345;24027799;28400947;22791528;21378380		False	3	0;100;0	7.5	True		ENSG00000119650	ENSG00000119650	HGNC:29669													
IFT52	gene	IFT52	Expert Review Green;NHS GMS;Other	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Short-rib thoracic dysplasia 16 with or without polydactyly, OMIM:617102;Short-rib thoracic dysplasia 16 with or without polydactyly, MONDO:0014915				26880018;27466190;30242358;31042281		False	3	33;67;0	7.5	False		ENSG00000101052	ENSG00000101052	HGNC:15901													
IFT80	gene	IFT80	Emory Genetics Laboratory;Expert Review Green;NHS GMS;Radboud University Medical Center, Nijmegen	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Short-rib thoracic dysplasia 2 with or without polydactyly 611263						False	3	75;25;0	7.5	False		ENSG00000068885	ENSG00000068885	HGNC:29262													
IFT81	gene	IFT81	Expert Review Green;NHS GMS;Other	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Short-rib thoracic dysplasia 19 with or without polydactyly -617895;Short-Rib Polydactyly Syndrome				27666822;26275418;28460050;30080953		False	3	33;67;0	7.5	False		ENSG00000122970	ENSG00000122970	HGNC:14313													
IHH	gene	IHH	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Acrocapitofemoral dysplasia, OMIM:607778;Brachydactyly, type A1, OMIM:112500						False	3	67;33;0	7.5	False		ENSG00000163501	ENSG00000163501	HGNC:5956													
