Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
ERF	gene	ERF	Emory Genetics Laboratory;Expert list;Expert Review Green;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Craniosynostosis 4 600775;Chitayat syndrome - 617180			Skeletal dysplasia;HP:0002652	23354439;26097063		False	3	100;0;0	0.298	False		ENSG00000105722	ENSG00000105722	HGNC:3444													
ERI1	gene	ERI1	Expert Review Green;Literature	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Spondyloepimetaphyseal dysplasia, Guo-Salian type, MIM# 620663			Skeletal dysplasia;HP:0002652	37352860		False	3	100;0;0	0.298	True		ENSG00000104626	ENSG00000104626	HGNC:23994													
ESCO2	gene	ESCO2	Expert Review Green;NHS GMS;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	SC phocomelia syndrome 269000;Roberts syndrome 268300			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000171320	ENSG00000171320	HGNC:27230													
EVC	gene	EVC	Emory Genetics Laboratory;Expert Review;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Ellis-van Creveld syndrome, 225500;ECV1;Ellis-van Creveld Syndrome;Ellis-van Creveld syndrome, 225500Weyers acrodental dysostosis, 193530			Skeletal dysplasia;HP:0002652			False	3	33;67;0	0.298	False		ENSG00000072840	ENSG00000072840	HGNC:3497													
EVC2	gene	EVC2	Emory Genetics Laboratory;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Ellis-van Creveld syndrome 225500;Weyers acrofacial dysostosis 193530			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000173040	ENSG00000173040	HGNC:19747													
EXOC6B	gene	EXOC6B	Expert Review Green;Literature	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Spondyloepimetaphyseal dysplasia with joint laxity MONDO:0019675			Skeletal dysplasia;HP:0002652	26669664;30284759;36150098		False	3	100;0;0	0.298	True		ENSG00000144036	ENSG00000144036	HGNC:17085													
EXT1	gene	EXT1	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	"trichorhinophalangeal syndrome type 2 -150230;Exostoses, multiple, type  13370;Exostoses, multiple, type 1	133700"			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000182197	ENSG00000182197	HGNC:3512													
EXT2	gene	EXT2	Emory Genetics Laboratory;Expert list;Expert Review;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Exostoses, multiple, type 2 133701			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000151348	ENSG00000151348	HGNC:3513													
EXTL3	gene	EXTL3	Expert Review Green;Literature;NHS GMS;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	"Immunoskeletal dysplasia with neurodevelopmental abnormalities 	617425;Immunoskeletal dysplasia with neurodevelopmental abnormalities 617425"			Skeletal dysplasia;HP:0002652	28132690;28148688		False	3	100;0;0	0.298	False		ENSG00000012232	ENSG00000012232	HGNC:3518													
EZH2	gene	EZH2	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Weaver syndrome			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000106462	ENSG00000106462	HGNC:3527													
FAM111A	gene	FAM111A	Expert list;Expert Review Green;NHS GMS;Radboud University Medical Center, Nijmegen	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Gracile bone dysplasia 602361;Kenny-Caffey syndrome, type 2 127000			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000166801	ENSG00000166801	HGNC:24725													
FAM20C	gene	FAM20C	Expert Review Green;NHS GMS;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Raine syndrome 259775			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000177706	ENSG00000177706	HGNC:22140													
FAM46A	gene	FAM46A	Expert Review Green;Other	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Osteogenesis imperfecta, type XVIII 617952			Skeletal dysplasia;HP:0002652	29358272		False	3	100;0;0	0.298	False		ENSG00000112773	ENSG00000112773	HGNC:18345													
FAM58A	gene	FAM58A	Expert Review Green;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	"STAR syndrome	300707;STAR syndrome 300707"			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		-	ENSG00000262919	HGNC:28434													
FBN1	gene	FBN1	Expert Review Green;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Stiff skin syndrome 184900;Marfan syndrome 154700;Geleophysic dysplasia 2 614185;Weill-Marchesani syndrome 2, dominant 608328;Acromicric dysplasia 102370			Skeletal dysplasia;HP:0002652			False	3	0;0;0	0.298	False		ENSG00000166147	ENSG00000166147	HGNC:3603													
FBN2	gene	FBN2	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Contractural arachnodactyly, congenital 121050			Skeletal dysplasia;HP:0002652	33571691		False	3	100;0;0	0.298	True		ENSG00000138829	ENSG00000138829	HGNC:3604													
FERMT3	gene	FERMT3	Expert Review Green;NHS GMS;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	(Moderate osteopetrosis) Kilic SS et al. The clinical spectrum of leukocyte adhesion deficiency (LAD) III due to defective CalDAG-GEF1. J Clin Immunol. 2009 Jan, 29(1):117-22.;Leukocyte adhesion deficiency, type III 612840			Skeletal dysplasia;HP:0002652	18709451		False	3	100;0;0	0.298	False		ENSG00000149781	ENSG00000149781	HGNC:23151													
FGF10	gene	FGF10	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	LADD syndrome 149730			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000070193	ENSG00000070193	HGNC:3666													
FGF16	gene	FGF16	Expert list;Expert Review Green;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	X-LINKED: hemizygous mutation in males, biallelic mutations in females	"Metacarpal 4-5 fusion	309630;Metacarpal 4-5 fusion 309630"			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000196468	ENSG00000196468	HGNC:3672													
FGF23	gene	FGF23	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Osteomalacia, tumor-induced;Tumoral calcinosis, hyperphosphatemic, familial 211900;Hypophosphatemic rickets, autosomal dominant 193100			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000118972	ENSG00000118972	HGNC:3680													
FGF9	gene	FGF9	Expert Review Green;NHS GMS;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Multiple synostoses syndrome type 3 612961			Skeletal dysplasia;HP:0002652	33140402;28730625;19589401;33174625		False	3	100;0;0	0.298	True		ENSG00000102678	ENSG00000102678	HGNC:3687													
FGFR1	gene	FGFR1	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Hypogonadotropic hypogonadism 2 with or without anosmia 147950;Hartsfield syndrome 615465;Osteoglophonic dysplasia 166250;Pfeiffer syndrome 101600;Encephalocraniocutaneous lipomatosis, somatic mosaism 613001;Jackson-Weiss syndrome 123150;Trigonocephaly 1 190440			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000077782	ENSG00000077782	HGNC:3688													
FGFR2	gene	FGFR2	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Craniosynostosis, nonspecific Crouzon syndrome 123500;Pfeiffer syndrome 101600;Beare-Stevenson cutis gyrata syndrome 123790;Apert syndrome 101200;Gastric cancer, somatic 613659;Craniofacial-skeletal-dermatologic dysplasia 101600;Antley-Bixler syndrome without genital anomalies or disordered steroidogenesis 207410;Bent bone dysplasia syndrome 614592;Jackson-Weiss syndrome 123150;LADD syndrome 149730			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000066468	ENSG00000066468	HGNC:3689													
FGFR3	gene	FGFR3	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Crouzon syndrome with acanthosis nigricans 612247;Thanatophoric dysplasia, type II 187601;Thanatophoric dysplasia, type I 187600;SADDAN 616482;LADD syndrome 149730;Achondroplasia 100800;Hypochondroplasia 146000;Muenke syndrome 602849;CATSHL syndrome 610474			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000068078	ENSG00000068078	HGNC:3690													
FIG4	gene	FIG4	Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	"Yunis-Varon syndrome 216340;Yunis-Varon syndrome	216340;Amyotrophic lateral sclerosis 11 612577"			Skeletal dysplasia;HP:0002652			False	3	0;0;0	0.298	False		ENSG00000112367	ENSG00000112367	HGNC:16873													
FKBP10	gene	FKBP10	Emory Genetics Laboratory;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Osteogenesis imperfecta, type XI, 610968;Brucks syndrome 1 - 259450;Osteogenesis Imperfecta and Decreased Bone Density;skeletal dysplasias;Osteogenesis Imperfecta, Recessive;Brucks syndrome			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000141756	ENSG00000141756	HGNC:18169													
FLNA	gene	FLNA	Expert Review Green;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Frontometaphyseal dysplasia 305620;Otopalatodigital syndrome, type II -304120;Osteodysplasty Melnick Needles 309350 XLD;Melnick Needles syndrome 309350;Otopalatodigital syndrome, type II 304120 XLD;Frontometaphyseal dysplasia 305620 XLR;Terminal osseous dysplasia 300244;Otopalatodigital syndrome, type I -311300			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000196924	ENSG00000196924	HGNC:3754													
FLNB	gene	FLNB	Expert Review Green;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Atelosteogenesis, type I 108720;Spondylocarpotarsal synostosis syndrome 272460;Larsen syndrome 150250;Boomerang dysplasia 112310;Atelosteogenesis, type III 108721			Skeletal dysplasia;HP:0002652	22190451;29566257		False	3	100;0;0	0.298	True		ENSG00000136068	ENSG00000136068	HGNC:3755													
FN1	gene	FN1	Expert Review Green;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Spondylometaphyseal dysplasia, corner fracture type 184255			Skeletal dysplasia;HP:0002652	29100092;30599297		False	3	100;0;0	0.298	False	Other	ENSG00000115414	ENSG00000115414	HGNC:3778													
FUCA1	gene	FUCA1	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Fucosidosis 230000			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000179163	ENSG00000179163	HGNC:4006													
FUZ	gene	FUZ	Expert Review Green;Literature	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Ciliopathy_MONDO_0005308, FUZ-related;skeletal ciliopathy			Skeletal dysplasia;HP:0002652	PMID: 38702430, 29068549, 34719684		False	3	100;0;0	0.298	True		ENSG00000010361	ENSG00000010361	HGNC:26219													
FZD2	gene	FZD2	Expert Review Green;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Autosomal dominant omodysplasia type 2 164745;Autosomal dominant omodysplasia 164745			Skeletal dysplasia;HP:0002652	25759469;29383834;29383830;29230162;30455931		False	3	100;0;0	0.298	False		ENSG00000180340	ENSG00000180340	HGNC:4040													
GALNS	gene	GALNS	Expert Review Green;NHS GMS;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Mucopolysaccharidosis IVA, MIM# 253000;MONDO:0009659			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	True		ENSG00000141012	ENSG00000141012	HGNC:4122													
GALNT3	gene	GALNT3	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Tumoral calcinosis, hyperphosphatemic, familial I 211900;Familial hyperphosphatemic tumoral calcinosis/Hyperphosphatemic hyperostosis syndrome 211900			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000115339	ENSG00000115339	HGNC:4125													
GDF5	gene	GDF5	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Chondrodysplasia, Grebe type 200700;Multiple synostoses syndrome 2 610017;Du Pan syndrome 228900;Acromesomelic dysplasia, Hunter-Thompson type 201250;Brachydactyly, type C 113100;Brachydactyly, type A1, C 615072;Symphalangism, proximal, 1B 615298;{Osteoarthritis-5} 612400;Brachydactyly, type A2 112600			Skeletal dysplasia;HP:0002652			False	3	67;0;33	0.298	False		ENSG00000125965	ENSG00000125965	HGNC:4220													
GDF6	gene	GDF6	Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Klippel-Feil syndrome 1, autosomal dominant 118100;Multiple synostoses syndrome type 4 - 617898.			Skeletal dysplasia;HP:0002652	18425797		False	3	67;0;33	0.298	False		ENSG00000156466	ENSG00000156466	HGNC:4221													
GHR	gene	GHR	Emory Genetics Laboratory;Expert Review Green;NHS GMS;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	increased responsiveness to growth hormone 604271;{Hypercholesterolemia, familial, modification of}, 143890;Short stature, 604271;Proportionate Short Stature/Small for Gestational Age;Growth hormone insensitivity;Increased responsiveness to growth hormone;Laron dwarfism, 262500			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000112964	ENSG00000112964	HGNC:4263													
GINS3	gene	GINS3	Expert Review Green;Literature	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Meier-Gorlin syndrome, MONDO:0016817, GINS3-related			Skeletal dysplasia;HP:0002652	35603789		False	3	100;0;0	0.298	True		ENSG00000181938	ENSG00000181938	HGNC:25851													
GJA1	gene	GJA1	Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Oculodentodigital dysplasia 164200;Erythrokeratodermia variabilis et progressiva 133200;Palmoplantar keratoderma with congenital alopecia 104100;Hypoplastic left heart syndrome 1 241550;Oculodentodigital dysplasia, autosomal recessive 257850;Craniometaphyseal dysplasia, autosomal recessive 218400;Syndactyly, type III 186100			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000152661	ENSG00000152661	HGNC:4274													
GLB1	gene	GLB1	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	GM1-gangliosidosis, type II 230600;GM1-gangliosidosis, type III 230650;Mucopolysaccharidosis type IVB (Morquio) 253010;GM1-gangliosidosis, type I 230500			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000170266	ENSG00000170266	HGNC:4298													
GLI3	gene	GLI3	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	{Hypothalamic hamartomas, somatic} 241800;Polydactyly, postaxial, types A1 and B 174200;Greig cephalopolysyndactyly syndrome 175700;Pallister-Hall syndrome 146510;Polydactyly, preaxial, type IV 174700			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000106571	ENSG00000106571	HGNC:4319													
GNAS	gene	GNAS	Emory Genetics Laboratory;Expert Review Green;NHS GMS;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	MONOALLELIC, autosomal or pseudoautosomal, paternally imprinted (maternal allele expressed)	Pseudohypoparathyroidism Ia 103580;ACTH-independent macronodular adrenal hyperplasia 219080 IC;Pseudohypoparathyroidism Ib 603233;Pseudopseudohypoparathyroidism 612463;McCune-Albright syndrome, somatic, mosaic 174800;Pseudohypoparathyroidism Ic 612462;Osseous heteroplasia, progressive 166350			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000087460	ENSG00000087460	HGNC:4392													
GNPAT	gene	GNPAT	Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	RCDP2;Rhizomelic Chondrodysplasia Punctata;Rhizomelic chondrodysplasia punctata type 2;Chondrodysplasia punctata, rhizomelic, type 2, 222765			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000116906	ENSG00000116906	HGNC:4416													
GNPTAB	gene	GNPTAB	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Mucolipidosis III alpha/beta 252600;Mucolipidosis II alpha/beta 252500			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000111670	ENSG00000111670	HGNC:29670													
GNPTG	gene	GNPTG	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Mucolipidosis III gamma 252605			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000090581	ENSG00000090581	HGNC:23026													
GNS	gene	GNS	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Mucopolysaccharidosis type IIID 252940			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000135677	ENSG00000135677	HGNC:4422													
GORAB	gene	GORAB	Emory Genetics Laboratory;Expert Review Green;NHS GMS;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Geroderma osteodysplasticum 231070			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000120370	ENSG00000120370	HGNC:25676													
GPC6	gene	GPC6	Expert Review Green;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Omodysplasia 1 MIM#258315			Skeletal dysplasia;HP:0002652	19481194;32655339		False	3	100;0;0	0.298	True		ENSG00000183098	ENSG00000183098	HGNC:4454													
GPX4	gene	GPX4	Expert list;Expert Review Green;NHS GMS;Radboud University Medical Center, Nijmegen	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Spondylometaphyseal dysplasia, Sedaghatian type MIM#250220			Skeletal dysplasia;HP:0002652	24706940;32827718		False	3	100;0;0	0.298	True		ENSG00000167468	ENSG00000167468	HGNC:4556													
GSC	gene	GSC	Expert list;Expert Review Green;NHS GMS;Radboud University Medical Center, Nijmegen	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Short stature, auditory canal atresia, mandibular hypoplasia, skeletal abnormalities, MIM# 602471			Skeletal dysplasia;HP:0002652	24290375		False	3	100;0;0	0.298	True		ENSG00000133937	ENSG00000133937	HGNC:4612													
GUSB	gene	GUSB	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Mucopolysaccharidosis VII 253220			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000169919	ENSG00000169919	HGNC:4696													
GZF1	gene	GZF1	Expert Review Green;Literature;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Joint laxity, short stature, and myopia, MIM# 617662;Larsen-like syndrome			Skeletal dysplasia;HP:0002652	28475863;33009817		False	3	100;0;0	0.298	False		ENSG00000125812	ENSG00000125812	HGNC:15808													
HDAC8	gene	HDAC8	Emory Genetics Laboratory;Expert list;Expert Review Green;NHS GMS;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Cornelia de Lange syndrome 5 300882;Wilson-Turner syndrome 309585			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000147099	ENSG00000147099	HGNC:13315													
HES7	gene	HES7	Expert Review Green;NHS GMS	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Spondylocostal dysostosis 4, autosomal recessive 613686			Skeletal dysplasia;HP:0002652			False	3	0;0;0	0.298	False		ENSG00000179111	ENSG00000179111	HGNC:15977													
HGSNAT	gene	HGSNAT	Emory Genetics Laboratory;Expert list;Expert Review Green;Illumina TruGenome Clinical Sequencing Services;NHS GMS;Radboud University Medical Center, Nijmegen;UKGTN;Victorian Clinical Genetics Services	Skeletal dysplasia	Skeletal dysplasias	Skeletal disorders	BIALLELIC, autosomal or pseudoautosomal	Mucopolysaccharidosis type IIIC (Sanfilippo C) 252930			Skeletal dysplasia;HP:0002652			False	3	100;0;0	0.298	False		ENSG00000165102	ENSG00000165102	HGNC:26527													
